Life.expectancy,Year,Status,Adult.Mortality,Alcohol,BMI,Schooling,GDP,Polio,Income.composition.of.resources
56,2008,Developing,272,0.12,16.5,4,354.8185998,68,0.298
55.2,2007,Developing,276,0.1,16.1,3.8,292.55962,57,0.293
54.5,2006,Developing,277,0.11,15.7,3.7,258.463873,52,0.286
53.7,2005,Developing,278,0.11,15.4,3.5,25.383731,46,0.278
52.9,2004,Developing,279,0.11,15,3.1,232.5661574,45,0.27
52.1,2003,Developing,28,0.1,14.6,3,215.8548,44,0.266
51.4,2002,Developing,282,0.1,14.3,2.9,177.828384,43,0.261
56,2001,Developing,283,0.11,13.9,2.9,165.257247,42,0.255
50,2000,Developing,284,0.1,13.6,2.8,158.455972,41,0.253
53.6,2014,Developing,362,0.01,24.7,10,3221.678128,49,0.521
53.2,2013,Developing,367,8.3,24.1,9.8,2996.96432,46,0.514
52.7,2012,Developing,374,8.54,23.5,9.7,2755.297787,42,0.507
52.3,2011,Developing,375,8.75,22.8,9.6,2527.9423,48,0.5
52,2010,Developing,374,8.9,22.2,9.5,2327.3267,54,0.492
51.6,2009,Developing,376,9.05,21.6,9.3,197.661422,66,0.487
59,2008,Developing,386,9.3,21,9.2,1383.893354,6,0.481
55,2007,Developing,388,9.55,2.4,9.1,1136.829645,54,0.477
49.8,2006,Developing,396,9.66,19.9,9,119.743286,46,0.466
49.2,2005,Developing,4,9.71,19.3,8.9,87.8938738,45,0.463
48.5,2004,Developing,47,9.76,18.8,8.5,648.815852,43,0.445
48.1,2003,Developing,41,9.75,18.3,8.1,512.65719,42,0
47.7,2002,Developing,49,9.61,17.8,7.7,459.4572117,4,0
47.4,2001,Developing,48,9.58,17.3,8,351.7996666,36,0
47.1,2000,Developing,45,9.23,16.9,7.6,379.1193264,31,0
81.8,2015,Developed,59,5.97,61.2,17.7,7455.24654,95,0.948
81.6,2014,Developed,61,6.06,6.8,17.7,975.49856,93,0.945
81.5,2013,Developed,62,6.21,6.3,17.5,1291.435,94,0.942
81.3,2012,Developed,61,6.21,59.8,17.6,11563.727,95,0.941
81.1,2011,Developed,67,6.53,59.4,17.6,1574.9861,94,0.939
81,2010,Developed,66,6.59,58.9,17.4,87646.75346,93,0.936
89,2009,Developed,67,6.68,58.5,17.4,817.77681,94,0.936
86,2008,Developed,67,6.75,58,17.6,9688.5961,94,0.936
85,2007,Developed,67,6.6,57.5,17.6,85128.65759,93,0.934
84,2006,Developed,7,6.47,57,17.5,74114.69715,94,0.931
81,2005,Developed,73,6.37,56.5,17.6,66775.3944,91,0.929
79.8,2004,Developed,77,6.22,55.9,17.5,5757.26916,92,0.924
79.4,2003,Developed,78,6.04,55.3,17.1,5111.65445,92,0.918
78.9,2002,Developed,81,5.89,54.6,17.1,4361.1538,93,0.916
78.8,2001,Developed,82,5.49,54,17.5,38549.58934,91,0.917
78.5,2000,Developed,85,5.67,53.3,17.1,38146.71539,91,0.911
76.4,2014,Developing,11,0.4,53.5,13.7,2458.45226,99,0.796
76.2,2013,Developing,12,0.46,52.8,13.7,21268.7564,99,0.796
76,2012,Developing,14,0.51,52.3,13.7,22134.916,99,0.797
75.8,2011,Developing,15,0.54,52,13.6,2986.36,99,0.797
75.6,2010,Developing,16,0.56,51.8,13.5,1928.74739,99,0.797
75.4,2009,Developing,18,0.56,51.5,12.4,16784.34616,96,0.782
75.2,2008,Developing,19,0.57,51.1,11.9,2275.3536,97,0.765
74.9,2007,Developing,113,0.57,5.6,11.5,1585.13226,97,0.753
74.7,2006,Developing,115,0.58,5.1,11.6,1448.55,98,0.748
74.3,2005,Developing,118,0.63,49.5,11.5,12376.97936,99,0.742
74,2004,Developing,122,0.61,48.9,11.5,1129.28886,99,0.734
73.6,2003,Developing,127,0.56,48.1,11.2,969.8126,99,0.725
73.3,2002,Developing,13,0.54,47.3,11,8629.11774,99,0.716
72.9,2001,Developing,134,0.55,46.5,10.7,8476.61511,99,0.705
72.6,2000,Developing,138,0.38,45.9,10.4,861.18596,99,0
66.2,2014,Developing,162,0.01,24.7,7.8,1316.98966,72,0.542
66,2013,Developing,163,0.04,23.9,7.7,1272.44161,72,0.538
65.7,2012,Developing,165,0.04,23.2,7.6,1261.28967,72,0.529
65.5,2011,Developing,167,0.04,22.5,7.5,1226.215314,75,0.525
65.1,2010,Developing,172,0.04,21.9,7.5,14.142268,82,0.521
64.8,2009,Developing,175,0.03,21.3,7.3,16.63999,7,0.514
64.6,2008,Developing,177,0.03,2.6,7.3,139.31288,7,0.513
64.4,2007,Developing,178,0.03,2.1,6.7,95.4327931,75,0.505
64.2,2006,Developing,179,0.03,19.5,6.5,873.772727,77,0.501
62.9,2005,Developing,2,0.04,18.9,6.1,711.4699463,78,0.487
63.7,2004,Developing,183,0.01,18.4,5.6,649.848233,65,0.474
63.5,2003,Developing,185,0.01,17.9,5.6,563.594342,69,0.465
63.2,2002,Developing,187,0.01,17.4,5.5,499.8633,71,0.457
63,2001,Developing,189,0.01,16.9,5.4,51.6568157,68,0.45
62.8,2000,Developing,19,0.02,16.4,5.3,533.8624114,65,0.445
77.6,2014,Developing,119,6.74,57.1,13,12593.7374,8,0.78
77.5,2013,Developing,118,6.89,56.3,12.9,11685.97983,81,0.773
77.2,2012,Developing,12,6.95,55.6,12.8,1589.82713,87,0.765
77.3,2011,Developing,121,6.9,54.9,12.9,927.723171,91,0.758
76.5,2010,Developing,122,6.94,54.2,12.8,7937.259931,95,0.756
76.8,2009,Developing,127,6.87,53.4,12.8,7429.628274,85,0.755
76.5,2008,Developing,127,6.74,52.7,12.8,6973.9284,86,0.75
76.4,2007,Developing,124,6.16,51.9,12.9,668.8667,84,0.743
76.2,2006,Developing,125,5.72,51.1,12.9,5348.518399,98,0.744
75.8,2005,Developing,122,5.53,5.3,12.9,4916.54886,88,0.74
75.8,2004,Developing,123,5.69,49.5,12.8,4591.892776,92,0.733
75.5,2003,Developing,126,5.52,48.6,12.8,4267.13578,95,0.728
75.7,2002,Developing,125,5.52,47.8,12.6,4126.14671,99,0.725
75.5,2001,Developing,124,5.43,46.9,12.4,446.372833,95,0.721
75.7,2000,Developing,121,5.58,45.9,12.1,46.29935,99,0.716
62.7,2014,Developing,278,0.01,47.9,10,2182.716565,64,0.511
62.4,2013,Developing,281,0.01,47.2,10,229.95364,8,0.506
62.2,2012,Developing,284,0.01,46.4,9.9,271.318741,81,0.501
62,2011,Developing,285,0.88,45.7,9.9,177.867119,69,0.494
61.8,2010,Developing,286,0.79,44.9,9.6,1366.879112,72,0.485
61.6,2009,Developing,288,0.82,44.2,9.2,1166.66337,79,0.477
61.4,2008,Developing,29,0.81,43.4,8.9,1178.72469,76,0.469
61.1,2007,Developing,295,0.71,42.7,8.6,956.668952,72,0.461
68,2006,Developing,299,0.64,41.9,8.2,854.346921,67,0.454
64,2005,Developing,37,0.84,41.1,7.9,77.5773486,61,0.446
59.9,2004,Developing,314,0.58,4.4,7.6,637.3616215,59,0.439
59.6,2003,Developing,321,0.59,39.6,7.2,588.3582595,62,0.433
59.3,2002,Developing,327,0.61,38.9,6.9,511.665773,54,0.428
59.1,2001,Developing,331,0.68,38.2,6.6,539.41528,52,0.422
58.9,2000,Developing,335,0.73,37.5,6.2,631.9468526,51,0.418
73.9,2014,Developing,147,0.01,49.4,12.3,4712.822736,83,0.688
73.8,2013,Developing,148,5.03,48.6,12.3,4479.95858,8,0.679
73.6,2012,Developing,148,5.36,47.9,12.3,3855.537735,83,0.679
73.4,2011,Developing,15,5.79,47.1,12.3,3988.11894,84,0.675
73.2,2010,Developing,152,5.65,46.4,12.4,3225.591754,85,0.664
73,2009,Developing,155,5.39,45.6,12.1,2599.596259,81,0.663
72.7,2008,Developing,157,6.14,44.9,11.9,359.992184,85,0.654
72.5,2007,Developing,159,5.61,44.2,12,2312.192926,95,0.649
72.3,2006,Developing,161,5.61,43.5,12.1,189.71539,98,0.648
72.1,2005,Developing,163,6.38,42.8,12.3,157.145691,96,0.646
71.9,2004,Developing,165,6.2,42,12.1,148.527976,92,0.639
71.7,2003,Developing,166,6.64,41.3,12.7,1174.779347,86,0.642
71.5,2002,Developing,168,5.66,4.6,12.2,1148.229882,87,0.632
71.2,2001,Developing,17,6.66,39.8,11.8,1417.26582,9,0.624
79,2000,Developing,172,6.78,39.1,11.6,1545.626423,86,0.625
75.3,2014,Developing,125,0.01,54.9,13.4,6491.5245,78,0.735
75.3,2013,Developing,125,5.38,54.2,13.4,6583.116248,71,0.731
74.9,2012,Developing,129,5.14,53.6,13.4,6387.785281,94,0.725
74.5,2011,Developing,133,4.83,52.9,13.4,5771.565878,91,0.721
73.7,2010,Developing,14,4.72,52.2,13.3,522.493191,92,0.708
73.8,2009,Developing,14,4.69,51.5,13.3,4166.93387,92,0.706
73.9,2008,Developing,138,4.85,5.8,13.2,428.87811,93,0.7
74,2007,Developing,133,4.29,5.2,13.2,3611.2147,93,0.696
74.2,2006,Developing,134,4.22,49.5,13,3171.49856,94,0.693
72.8,2005,Developing,148,4.44,48.8,13,2754.7829,66,0.692
72.2,2004,Developing,151,4.27,48.1,12.8,2448.143899,81,0.685
72.1,2003,Developing,152,4.5,47.4,13.3,218.25997,95,0.686
72.6,2002,Developing,144,4.03,46.7,13.9,259.192958,95,0.686
72.4,2001,Developing,142,4.22,46.1,13.4,1981.243653,9,0.677
71.4,2000,Developing,154,4.59,45.4,13.5,1996.719689,93,0.674
68.4,2014,Developing,214,4.52,24.8,11.7,2842.938353,77,0.676
68.1,2013,Developing,219,4.61,24.3,11.7,276.289146,84,0.671
68.1,2012,Developing,217,5.02,23.7,11.6,2581.818554,88,0.666
68,2011,Developing,218,4.96,23.1,11.5,2352.518156,87,0.669
67.9,2010,Developing,218,4.85,22.6,11.4,2129.499242,78,0.662
68,2009,Developing,219,4.42,22.1,11.7,1825.341521,86,0.661
67.5,2008,Developing,217,4.21,21.6,11.5,1919.466195,91,0.655
67.5,2007,Developing,216,4.19,21.1,11.4,1672.685433,87,0.648
67.3,2006,Developing,219,4.08,2.6,11.5,1391.772325,88,0.646
67,2005,Developing,223,4.22,2.1,11.6,1194.697155,9,0.642
67.3,2004,Developing,218,4.45,19.6,11.6,179.3715,85,0.636
67.2,2003,Developing,217,4.44,19.2,11.6,11.553196,85,0.631
66.8,2002,Developing,221,4.42,18.7,11.4,1.68135,77,0.625
66.8,2001,Developing,221,4.54,18.3,11.4,957.287441,76,0.622
66.8,2000,Developing,219,4.73,17.8,11.4,138.91977,74,0.618
77.3,2014,Developed,12,10.71,61.1,16.4,14341.675,94,0.85
77.1,2013,Developed,12,11.63,6.4,15.4,1378.54911,95,0.838
76.8,2012,Developed,125,10.81,59.7,15.3,13145.1484,95,0.834
76.7,2011,Developed,128,10.93,59.1,15.4,13893.18768,96,0.829
76.3,2010,Developed,13,10.59,58.4,15.1,12599.52486,96,0.822
75.7,2009,Developed,136,10.7,57.8,15.1,11527.59323,96,0.818
75.5,2008,Developed,14,11.4,57.2,15,141.44688,96,0.813
75.3,2007,Developed,144,10.9,56.6,15,1126.31852,99,0.808
75.2,2006,Developed,144,10.4,56,15,94.7726,99,0.803
75,2005,Developed,144,9.5,55.5,14.8,821.251569,99,0.797
74.9,2004,Developed,143,9.19,55,15.5,6681.178818,99,0.8
74.7,2003,Developed,142,9.06,54.5,15.3,5693.52416,98,0.796
74.5,2002,Developed,145,8.02,54,15,5196.932921,98,0.79
74.2,2001,Developed,149,7.74,53.6,14.7,4981.198619,98,0.784
73.7,2000,Developed,153,8.4,53.1,14.6,4492.72764,98,0.777
89,2014,Developed,78,9.88,6.9,16.8,2277.53613,98,0.837
86,2013,Developed,79,10,6.2,16.3,21618.73534,98,0.827
83,2012,Developed,81,11.96,59.5,16.3,2577.4264,98,0.824
82,2011,Developed,85,11.92,58.8,16.2,23196.18375,97,0.818
79.6,2010,Developed,88,12.25,58.1,16,22538.6548,97,0.812
79.3,2009,Developed,9,12.03,57.3,16,2363.97161,96,0.809
79,2008,Developed,92,12.35,56.5,15.8,24815.6884,97,0.804
78.7,2007,Developed,94,12.57,55.7,15.4,2278.5845,96,0.797
78.5,2006,Developed,96,13.11,54.9,15.4,19821.44463,97,0.793
77.7,2005,Developed,11,13.33,54.1,15.4,18784.9485,93,0.79
78,2004,Developed,99,13.45,53.3,15.9,1845.5881,95,0.792
77.3,2003,Developed,15,14.21,52.5,15.8,15772.7334,96,0.789
77.2,2002,Developed,17,12,51.7,15.9,12882.28897,96,0.788
76.9,2001,Developed,11,12.22,5.9,15.7,11729.14616,96,0.782
76.6,2000,Developed,11,11.89,5.1,15.5,1152.39681,96,0.777
78.1,2014,Developing,69,1.15,68.4,13.4,86852.7119,99,0.854
77.9,2013,Developing,7,1.2,67.7,13.4,8834.87958,99,0.843
77.8,2012,Developing,72,1.13,67,13.4,88564.82298,93,0.837
77.5,2011,Developing,74,1.16,66.5,12.4,85948.746,92,0.827
77.3,2010,Developing,76,1.16,66,12,736.22784,98,0.825
77,2009,Developing,79,1.11,65.6,11.8,61478.23813,98,0.828
76.8,2008,Developing,82,1.37,65.2,11.7,82967.37228,98,0.825
76.7,2007,Developing,83,1.24,65.1,12.6,675.61258,97,0.83
76.6,2006,Developing,83,1.28,65,13.7,6256.55926,95,0.835
76.6,2005,Developing,84,1.18,65.1,13.7,51488.49529,98,0.83
76.6,2004,Developing,84,1.11,65,13.5,41818.35256,95,0.826
76.5,2003,Developing,85,1,64.7,12.8,34176.98183,93,0.815
76.4,2002,Developing,85,0.87,64.1,12.2,2999.65492,96,0.807
76.3,2001,Developing,87,0.76,63.3,12.6,2843.63635,93,0.809
76.2,2000,Developing,88,0.5,62.4,13,29986.2915,91,0.808
74.8,2014,Developed,135,0.01,59.9,14.7,12.27733,94,0.797
74.6,2013,Developed,138,9.59,59.2,14.7,9585.266593,88,0.794
74.4,2012,Developed,138,9.58,58.4,15.3,8558.39766,92,0.797
74.3,2011,Developed,139,9.1,57.7,15.7,92.277825,89,0.798
73.4,2010,Developed,153,9,56.9,15.8,8297.483621,94,0.797
73.1,2009,Developed,158,10.4,56.3,15.4,822.18329,95,0.795
73.1,2008,Developed,159,11.9,55.6,14.7,1136.47356,95,0.78
72.9,2007,Developed,154,10.6,55,14.1,8214.185378,96,0.766
72.5,2006,Developed,157,8.51,54.4,13.7,5828.745662,97,0.755
71.9,2005,Developed,162,7.68,53.9,13.4,4676.315183,97,0.745
71.7,2004,Developed,165,9.82,53.4,12.9,3552.92452,97,0.733
71.1,2003,Developed,174,8.78,52.9,12.5,2774.95586,97,0.722
77,2002,Developed,178,9.62,52.4,12,2124.873613,98,0.714
78,2001,Developed,179,9.78,51.9,11.7,1839.72945,99,0.708
77,2000,Developed,175,10.16,51.4,11.5,1668.162731,99,0.703
73,2014,Developing,225,10.12,59.9,14.9,14125.961,97,0.803
70,2013,Developing,229,10.58,59.3,14.6,15543.67653,98,0.799
69.6,2012,Developing,237,10.99,58.7,14.3,15154.45687,98,0.792
69.4,2011,Developing,242,11.04,58.1,14,14212.687,97,0.785
68.4,2010,Developing,256,11.05,57.5,13.7,1674.98771,98,0.773
68.2,2009,Developing,261,11.21,57,14,8562.89598,98,0.776
67.5,2008,Developing,278,12.04,56.6,13.9,11635.2637,98,0.769
67.3,2007,Developing,282,12.19,56.1,13.8,911.25385,98,0.761
66.4,2006,Developing,3,11.79,55.7,13.8,692.194398,98,0.754
65,2005,Developing,327,11.57,55.3,13.7,5323.473877,98,0.748
64.9,2004,Developing,321,11.5,55,13.6,412.372294,98,0.741
64.6,2003,Developing,322,11.32,54.7,13.2,2975.132778,97,0.733
64.8,2002,Developing,313,10.87,54.5,12.8,2375.5944,97,0.727
65.1,2001,Developing,38,10.47,54.2,12.5,21.362386,97,0.72
65,2000,Developing,37,10.18,54,12.1,1771.58662,97,0.709
65.7,2014,Developing,23,0.01,2.8,10.8,76.5699517,98,0.488
65.2,2013,Developing,233,0.01,2.1,10.8,688.8768557,98,0.485
64.6,2012,Developing,239,0.01,19.5,10.5,678.796973,98,0.475
63.8,2011,Developing,247,8.34,18.9,10.2,617.317648,93,0.464
62.8,2010,Developing,26,7.92,18.3,10,563.491487,93,0.454
61,2009,Developing,288,7.11,17.7,10.2,539.1538211,93,0.447
68,2008,Developing,282,6.39,17.1,10.4,5.6687264,97,0.438
59.6,2007,Developing,295,6.78,16.5,10.1,44.853339,98,0.424
57.6,2006,Developing,328,6.88,15.9,9.3,342.3656294,99,0.404
55.3,2005,Developing,37,7.01,15.4,8.8,287.931877,95,0.388
53.4,2004,Developing,397,6.75,14.9,8.2,236.9114381,89,0.371
52,2003,Developing,48,6.66,14.5,7.6,212.6619491,96,0.359
57,2002,Developing,415,7.82,14.1,7.2,196.59778,85,0.343
48.6,2001,Developing,438,5.72,13.7,7.1,21.569654,76,0.332
48.3,2000,Developing,426,7.13,13.2,6.6,216.172747,9,0.318
73.8,2014,Developing,128,0.01,74.3,12.9,4178.973369,58,0.701
73.6,2013,Developing,131,0.01,73.8,12.9,4219.65123,62,0.7
73.2,2012,Developing,136,0.01,73.4,12.9,4234.554443,62,0.698
73,2011,Developing,139,2.15,72.9,12.9,3942.9827,6,0.693
72.6,2010,Developing,144,3.01,72.5,12.9,3453.487434,57,0.69
76,2009,Developing,172,2.88,72,12.9,335.112838,45,0.691
72.5,2008,Developing,146,3.97,71.4,12.9,359.82223,54,0.688
72.2,2007,Developing,149,3.85,7.9,12.9,322.543121,49,0.682
72,2006,Developing,153,3.52,7.3,12.7,287.963899,37,0.677
71.6,2005,Developing,16,3.63,69.7,12.6,2571.262348,55,0.671
71.4,2004,Developing,162,3.62,68.9,12.4,2351.33814,26,0.665
79,2003,Developing,169,4.17,68.2,12.3,197.29417,82,0.659
76,2002,Developing,174,3.3,67.4,12.1,1631.41727,85,0.653
75,2001,Developing,175,3.43,66.5,12,1555.47451,83,0.645
72,2000,Developing,18,3,65.6,12.1,154.68923,94,0.64
67.3,2014,Developing,191,0.01,3.1,11.1,1821.878734,95,0.562
67.1,2013,Developing,192,0.01,29.3,11,1619.532678,97,0.559
66.9,2012,Developing,194,0.01,28.5,10.8,138.949959,96,0.553
66.6,2011,Developing,198,5.69,27.7,10.6,134.326189,96,0.546
66.2,2010,Developing,24,5.58,26.9,10.6,1129.754961,98,0.542
65.8,2009,Developing,21,4.13,26.2,10.1,199.57146,99,0.533
65.4,2008,Developing,215,4.36,25.4,10.4,1126.46212,99,0.531
65.1,2007,Developing,217,4.14,24.7,10.3,894.927988,98,0.527
64.7,2006,Developing,22,5.46,24,10.2,843.89447,97,0.521
64.3,2005,Developing,222,5.27,23.4,10,81.86157,97,0.514
63.8,2004,Developing,224,5.78,22.8,9.8,693.345683,99,0.509
63.4,2003,Developing,225,6.54,22.2,9.7,649.342153,94,0.504
63.1,2002,Developing,226,5.8,21.7,9.6,555.8185378,92,0.501
62.8,2001,Developing,225,5.02,21.1,9.4,51.216381,9,0.497
74.4,2014,Developing,88,0.09,67.3,15.8,24575.434,98,0.841
74.3,2013,Developing,89,0.09,66.4,15.2,24934.38614,98,0.83
74.1,2012,Developing,9,0.09,65.6,14.5,2533.9462,98,0.818
73.9,2011,Developing,92,0.09,64.7,13.9,2377.74739,98,0.804
73.7,2010,Developing,94,0.09,63.9,13.3,19259.58726,98,0.792
73.4,2009,Developing,97,0.09,63.1,13,1694.2931,98,0.787
73.3,2008,Developing,98,0.09,62.4,12.8,237.83234,98,0.779
73.2,2007,Developing,99,0.1,61.6,12.7,16472.1665,96,0.773
73.2,2006,Developing,1,0.08,6.9,12.5,15334.66994,96,0.767
73.1,2005,Developing,11,0.05,6.2,12.4,13739.82945,96,0.761
73.1,2004,Developing,12,0.06,59.4,12.3,11138.8746,96,0.754
73,2003,Developing,13,0.05,58.5,12.2,9567.458285,95,0.747
72.9,2002,Developing,15,0.05,57.7,12.1,8655.311531,95,0.745
72.8,2001,Developing,17,0.05,56.9,12,8643.4944,97,0.742
72.6,2000,Developing,11,0.05,56.2,11.8,9126.954277,95,0.737
66.4,2014,Developing,192,0.26,23.8,9.1,152.443873,85,0.483
66,2013,Developing,196,0.26,23.2,8.7,148.912351,89,0.474
65.6,2012,Developing,2,0.28,22.7,8.3,136.4518,83,0.463
64.9,2011,Developing,26,0.32,22.2,7.9,18.25321,89,0.455
64.3,2010,Developing,212,0.28,21.7,7.7,11.631377,76,0.449
63.5,2009,Developing,219,0.3,21.2,7.5,12.566464,83,0.444
62.8,2008,Developing,225,0.28,2.8,7.1,11.33678,87,0.435
62.1,2007,Developing,23,0.32,2.3,6.8,95.3978522,93,0.425
61.3,2006,Developing,236,0.34,19.9,6.6,89.838296,89,0.422
65,2005,Developing,242,0.33,19.5,6.4,773.8698713,84,0.415
59.7,2004,Developing,247,0.35,19.1,6.2,733.581811,87,0.408
59,2003,Developing,251,0.33,18.7,5.9,642.7663113,73,0.401
58.4,2002,Developing,252,0.36,18.3,5.7,513.26227,6,0.397
57.9,2001,Developing,251,0.34,17.9,5.4,481.287397,49,0.381
57.5,2000,Developing,25,0.29,17.5,5.2,473.45338,49,0.378
75.4,2014,Developing,123,9.09,59.4,14.3,62.173221,93,0.771
75.3,2013,Developing,122,9.16,58.9,14.1,6353.826383,97,0.766
74.9,2012,Developing,126,9.38,58.3,14,5659.3824,93,0.767
74.6,2011,Developing,127,9.56,57.7,13.5,6423.291783,94,0.757
74.4,2010,Developing,128,9.65,57,13.6,5411.87744,91,0.755
74.1,2009,Developing,131,9.85,56.4,13.6,5821.35397,97,0.754
74,2008,Developing,132,9.54,55.8,13.5,671.773913,95,0.749
73.8,2007,Developing,132,9.3,55.1,13.5,5458.121718,93,0.743
73.6,2006,Developing,133,8.58,54.5,13.4,4129.758741,97,0.739
73,2005,Developing,135,9.6,53.9,13.2,3528.1318,98,0.73
73,2004,Developing,134,7.42,53.3,13.1,3331.228766,96,0.72
73,2003,Developing,134,7.25,52.8,13,2832.49652,89,0.715
72.9,2002,Developing,133,6.95,52.2,13.2,2149.9944,95,0.715
73.1,2001,Developing,135,7.53,51.7,13.1,1634.87561,93,0.709
72.6,2000,Developing,141,7.38,51.2,13,87.1365252,98,0.702
73,2014,Developing,17,0.01,36.2,13.2,1557.77892,99,0.766
72.9,2013,Developing,172,0.01,35.5,13.5,15687.34795,98,0.762
72.7,2012,Developing,174,0.01,34.8,13.5,12845.17363,98,0.755
72.6,2011,Developing,177,9.72,34.2,13.3,12189.9516,99,0.744
72.4,2010,Developing,18,6.51,33.5,13.2,184.68447,99,0.74
72.3,2009,Developing,182,4.94,32.4,13.2,976.9566,99,0.739
72.2,2008,Developing,184,6.33,31.8,13.2,11122.8627,99,0.739
72.2,2007,Developing,185,8.12,31.2,13.1,12154.82994,99,0.733
72.2,2006,Developing,185,8.12,3.7,13.1,1214.39987,99,0.728
72.2,2005,Developing,185,7.82,3.1,12.1,1192.5174,99,0.712
72.1,2004,Developing,186,7.91,29.2,12.3,1176.65871,99,0.715
72.1,2003,Developing,185,7.41,28.7,12.1,8524.961236,99,0.713
72.1,2002,Developing,186,11.15,28.1,12.1,8331.261997,99,0.712
72,2001,Developing,187,6.72,27.6,12.2,7663.1378,96,0.714
71.8,2000,Developing,188,8.24,27.1,12.3,7578.85153,98,0
48.1,2014,Developing,463,0.01,23.8,9.5,78.4394757,83,0.426
54,2013,Developing,47,0.01,23.3,9.3,71.8186998,92,0.413
49.7,2012,Developing,411,0.01,22.7,9.1,561.8984239,91,0.401
48.9,2011,Developing,418,3.78,22.2,8.9,445.525,88,0.392
48.1,2010,Developing,424,3.84,21.7,8.7,45.128418,84,0.384
47.1,2009,Developing,433,3.97,21.2,8.5,394.5932439,81,0.375
46.2,2008,Developing,441,3.91,2.7,8.3,46.3759178,75,0.367
45.3,2007,Developing,45,3.86,2.2,8.2,358.8274716,63,0.357
44.3,2006,Developing,464,3.8,19.7,8,322.313468,65,0.348
43.3,2005,Developing,48,3.83,19.2,7.8,287.6891942,67,0.341
42.3,2004,Developing,496,3.99,18.8,7.6,263.145817,69,0.332
41.5,2003,Developing,57,4.07,18.4,7.4,263.7618312,66,0.322
48,2002,Developing,513,4.06,17.9,7.2,249.939542,54,0.306
41,2001,Developing,519,4.21,17.5,7,227.779471,38,0.302
39,2000,Developing,533,3.97,17.2,6.7,139.3147734,46,0.292
83.1,2015,Developed,55,1.79,33.2,15.4,53629.73746,96,0.924
82.9,2014,Developed,56,1.83,32.9,15.4,56336.7234,96,0.922
82.7,2013,Developed,57,1.83,32.7,15.4,5629.18914,97,0.92
82.5,2012,Developed,59,1.89,32.4,15.4,54431.16199,97,0.917
82.2,2011,Developed,6,1.8,32.1,15.2,53166.67581,96,0.911
82,2010,Developed,61,1.84,31.8,14.5,46569.67951,96,0.889
81.7,2009,Developed,62,1.73,31.5,14.4,38577.55822,97,0.887
81.4,2008,Developed,64,1.7,31.2,14.2,39721.4818,97,0.88
81.1,2007,Developed,65,1.6,3.9,14.1,39223.58187,97,0.873
87,2006,Developed,66,1.55,3.5,13.9,33579.85948,95,0.839
82,2005,Developed,69,1.49,3.2,12.6,29869.85398,96,0.821
79.7,2004,Developed,71,1.45,29.9,12.7,2745.27136,95,0.82
79.3,2003,Developed,73,1.43,29.6,12.7,23573.6284,96,0.819
79,2002,Developed,74,2.16,29.2,12.6,2216.83279,94,0.818
78.7,2001,Developed,76,2.08,28.9,12.7,21577.7823,95,0.82
78.3,2000,Developed,78,2.03,28.5,12.5,23792.677,98,0.81
87,2014,Developed,76,10.46,59.5,17.6,242.67286,95,0.888
85,2013,Developed,78,9.53,58.9,16.8,2315.31799,95,0.878
82,2012,Developed,81,10.95,58.2,16.8,22486.47167,96,0.877
79.8,2011,Developed,84,10.61,57.6,17,24985.24827,96,0.876
79.5,2010,Developed,87,10.32,57,16.9,23437.4722,96,0.872
79.1,2009,Developed,9,10.52,56.4,16.9,24633.79785,96,0.873
78.9,2008,Developed,96,10.94,55.8,16.9,2751.8127,97,0.869
78.3,2007,Developed,12,11.02,55.2,16.8,23841.31792,97,0.865
78.1,2006,Developed,17,12.26,54.7,16.7,19726.1265,97,0.858
77.5,2005,Developed,14,11.14,54.1,16.3,18169.1891,95,0.853
77.2,2004,Developed,113,10,53.5,16.6,1726.9151,94,0.85
76.5,2003,Developed,119,11.58,52.9,16.1,1488.47154,95,0.843
76.6,2002,Developed,117,9.29,52.3,15.6,11814.9994,93,0.835
76.2,2001,Developed,124,10.8,51.8,14.7,1479.29634,93,0.824
76,2000,Developed,122,11.9,51.2,14.6,1227.73677,93,0.818
68.8,2014,Developing,183,0.01,49.7,9.6,29.652622,94,0.512
68.8,2013,Developing,182,0.01,48.9,9.5,188.5159,99,0.509
68.7,2012,Developing,184,0.01,48.1,9.4,1858.689868,99,0.505
68.5,2011,Developing,186,0.99,47.2,9.4,1642.837974,99,0.497
68.3,2010,Developing,188,1.1,46.4,9.3,1272.44825,94,0.492
68.1,2009,Developing,192,1.21,45.5,9.3,1158.282672,98,0.494
68,2008,Developing,193,1.09,44.7,9.2,125.79167,94,0.489
67.6,2007,Developing,2,0.85,43.8,9,146.931125,93,0.482
67.6,2006,Developing,2,0.99,43,8.4,948.6592511,99,0.47
67.4,2005,Developing,24,0.9,42.1,8.3,88.874858,9,0.465
67.1,2004,Developing,29,1.18,41.3,8.1,818.442619,89,0.459
66.8,2003,Developing,215,1.18,4.4,8,744.7657423,84,0.453
66.5,2002,Developing,22,1.08,39.6,7.3,784.9562874,78,0.446
66.2,2001,Developing,227,0.7,38.7,6.6,944.81684,88,0.442
65.8,2000,Developing,235,0.71,37.9,7.2,154.518572,88,0.455
62,2014,Developing,347,7.38,5.3,13,6479.625659,77,0.66
69,2013,Developing,371,7.34,49.5,12.8,6876.953821,73,0.652
59.2,2012,Developing,48,7.38,48.7,12.8,7548.163698,65,0.644
